,Fecha Alta,Tipo,Operación
2225,2006-03-05,Oficina,Alquiler
2226,2006-03-06,Casa,Venta
2227,2006-03-06,Suelo,Venta
2228,2006-03-06,Local,Alquiler
2229,2006-03-06,Local,Alquiler
2230,2006-03-07,Industrial,Alquiler
2231,2006-03-07,Parking,Venta
2232,2006-03-07,Suelo,Alquiler
2233,2006-03-08,Oficina,Alquiler
2234,2006-03-08,Suelo,Venta
2235,2006-03-08,Piso,Venta
2236,2006-03-08,Industrial,Venta
2237,2006-03-08,Casa,Alquiler
2238,2006-03-09,Oficina,Alquiler
2239,2006-03-09,Casa,Venta
2240,2006-03-11,Suelo,Alquiler
2241,2006-03-11,Industrial,Venta
2242,2006-03-11,Piso,Alquiler
2243,2006-03-12,Casa,Alquiler
2244,2006-03-13,Parking,Alquiler
2245,2006-03-13,Industrial,Alquiler
2246,2006-03-13,Industrial,Alquiler
2247,2006-03-13,Casa,Venta
2248,2006-03-14,Suelo,Venta
2249,2006-03-14,Industrial,Alquiler
2250,2006-03-15,Casa,Alquiler
2251,2006-03-15,Parking,Venta
2252,2006-03-16,Piso,Venta
2253,2006-03-16,Oficina,Alquiler
2254,2006-03-16,Oficina,Alquiler
2255,2006-03-17,Industrial,Alquiler
2256,2006-03-17,Piso,Alquiler
2257,2006-03-18,Parking,Alquiler
2258,2006-03-19,Oficina,Alquiler
2259,2006-03-19,Oficina,Alquiler
2260,2006-03-20,Industrial,Alquiler
2261,2006-03-20,Piso,Venta
2262,2006-03-20,Casa,Alquiler
2263,2006-03-20,Industrial,Alquiler
2264,2006-03-21,Local,Alquiler
2265,2006-03-21,Oficina,Venta
2266,2006-03-21,Local,Venta
2267,2006-03-21,Parking,Alquiler
2268,2006-03-23,Industrial,Venta
2269,2006-03-23,Oficina,Venta
2270,2006-03-23,Local,Alquiler
2271,2006-03-24,Local,Alquiler
2272,2006-03-25,Piso,Alquiler
2273,2006-03-26,Parking,Alquiler
2274,2006-03-26,Suelo,Venta
2275,2006-03-26,Casa,Alquiler
2276,2006-03-26,Oficina,Venta
2277,2006-03-26,Oficina,Alquiler
2278,2006-03-28,Oficina,Venta
2279,2006-03-28,Parking,Alquiler
2280,2006-03-28,Suelo,Alquiler
2281,2006-03-29,Casa,Venta
2282,2006-03-29,Oficina,Alquiler
2283,2006-03-29,Local,Alquiler
2284,2006-03-30,Piso,Venta
2285,2006-03-30,Local,Venta
2286,2006-03-30,Suelo,Venta
2287,2006-03-30,Industrial,Venta
2288,2006-03-31,Industrial,Venta
2289,2006-03-31,Piso,Venta
2290,2006-03-31,Piso,Venta
2291,2006-03-31,Suelo,Venta
2292,2006-04-01,Local,Venta
2293,2006-04-01,Suelo,Venta
2294,2006-04-01,Local,Venta
2295,2006-04-01,Casa,Alquiler
2296,2006-04-01,Casa,Alquiler
2297,2006-04-01,Oficina,Venta
2298,2006-04-02,Industrial,Alquiler
2299,2006-04-02,Oficina,Venta
2300,2006-04-02,Casa,Alquiler
2301,2006-04-03,Suelo,Alquiler
2302,2006-04-03,Industrial,Alquiler
2303,2006-04-04,Local,Venta
2304,2006-04-04,Casa,Alquiler
2305,2006-04-04,Piso,Venta
2306,2006-04-05,Local,Alquiler
2307,2006-04-05,Local,Alquiler
2308,2006-04-05,Parking,Venta
2309,2006-04-06,Suelo,Venta
2310,2006-04-06,Suelo,Alquiler
2311,2006-04-07,Parking,Alquiler
2312,2006-04-07,Suelo,Alquiler
2313,2006-04-07,Suelo,Alquiler
2314,2006-04-07,Local,Alquiler
2315,2006-04-07,Parking,Venta
2316,2006-04-08,Parking,Venta
2317,2006-04-08,Suelo,Venta
2318,2006-04-09,Piso,Venta
2319,2006-04-09,Oficina,Alquiler
2320,2006-04-09,Casa,Alquiler
2321,2006-04-09,Casa,Alquiler
2322,2006-04-09,Local,Venta
2323,2006-04-10,Piso,Venta
2324,2006-04-10,Parking,Alquiler
2325,2006-04-10,Casa,Venta
2326,2006-04-11,Industrial,Venta
2327,2006-04-11,Local,Alquiler
2328,2006-04-12,Local,Venta
2329,2006-04-12,Parking,Alquiler
2330,2006-04-12,Parking,Venta
2331,2006-04-12,Industrial,Venta
2332,2006-04-13,Industrial,Venta
2333,2006-04-13,Industrial,Venta
2334,2006-04-14,Oficina,Venta
2335,2006-04-14,Industrial,Alquiler
2336,2006-04-14,Local,Venta
2337,2006-04-15,Industrial,Alquiler
2338,2006-04-16,Local,Venta
2339,2006-04-16,Casa,Venta
2340,2006-04-17,Piso,Venta
2341,2006-04-17,Suelo,Venta
2342,2006-04-18,Piso,Alquiler
2343,2006-04-20,Oficina,Alquiler
2344,2006-04-20,Oficina,Alquiler
2345,2006-04-21,Industrial,Venta
2346,2006-04-21,Oficina,Venta
2347,2006-04-21,Suelo,Alquiler
2348,2006-04-22,Casa,Venta
2349,2006-04-22,Oficina,Venta
2350,2006-04-22,Parking,Alquiler
2351,2006-04-22,Local,Venta
2352,2006-04-22,Oficina,Venta
2353,2006-04-22,Suelo,Alquiler
2354,2006-04-22,Casa,Venta
2355,2006-04-23,Parking,Venta
2356,2006-04-23,Industrial,Alquiler
2357,2006-04-23,Suelo,Venta
2358,2006-04-25,Suelo,Alquiler
2359,2006-04-25,Piso,Alquiler
2360,2006-04-26,Local,Venta
2361,2006-04-26,Industrial,Alquiler
2362,2006-04-27,Parking,Alquiler
2363,2006-04-28,Parking,Alquiler
2364,2006-04-28,Local,Alquiler
2365,2006-04-28,Parking,Alquiler
2366,2006-04-29,Local,Venta
2367,2006-04-29,Casa,Venta
2368,2006-04-29,Piso,Alquiler
2369,2006-04-29,Piso,Alquiler
2370,2006-04-29,Suelo,Venta
2371,2006-04-30,Local,Alquiler
2372,2006-04-30,Piso,Venta
2373,2006-05-01,Piso,Venta
2374,2006-05-01,Local,Venta
2375,2006-05-01,Casa,Alquiler
2376,2006-05-01,Parking,Alquiler
2377,2006-05-02,Local,Venta
2378,2006-05-02,Piso,Venta
2379,2006-05-02,Piso,Alquiler
2380,2006-05-02,Parking,Venta
2381,2006-05-03,Casa,Venta
2382,2006-05-03,Industrial,Alquiler
2383,2006-05-03,Casa,Venta
2384,2006-05-03,Industrial,Alquiler
2385,2006-05-03,Piso,Alquiler
2386,2006-05-04,Casa,Venta
2387,2006-05-05,Parking,Venta
2388,2006-05-05,Local,Alquiler
2389,2006-05-05,Casa,Venta
2390,2006-05-08,Casa,Alquiler
2391,2006-05-08,Oficina,Venta
2392,2006-05-09,Piso,Alquiler
2393,2006-05-09,Industrial,Venta
2394,2006-05-10,Piso,Alquiler
2395,2006-05-11,Local,Venta
2396,2006-05-12,Parking,Alquiler
2397,2006-05-12,Parking,Alquiler
2398,2006-05-12,Piso,Venta
2399,2006-05-12,Suelo,Alquiler
2400,2006-05-13,Local,Venta
2401,2006-05-13,Suelo,Alquiler
2402,2006-05-13,Oficina,Alquiler
2403,2006-05-13,Oficina,Venta
2404,2006-05-14,Parking,Alquiler
2405,2006-05-14,Suelo,Alquiler
2406,2006-05-14,Local,Venta
2407,2006-05-14,Piso,Alquiler
2408,2006-05-14,Suelo,Alquiler
2409,2006-05-15,Parking,Venta
2410,2006-05-15,Industrial,Venta
2411,2006-05-16,Local,Alquiler
2412,2006-05-16,Suelo,Alquiler
2413,2006-05-16,Oficina,Alquiler
2414,2006-05-16,Oficina,Venta
2415,2006-05-16,Suelo,Venta
2416,2006-05-17,Local,Venta
2417,2006-05-18,Industrial,Alquiler
2418,2006-05-18,Oficina,Alquiler
2419,2006-05-18,Piso,Alquiler
2420,2006-05-19,Industrial,Alquiler
2421,2006-05-19,Industrial,Venta
2422,2006-05-20,Oficina,Alquiler
2423,2006-05-20,Oficina,Alquiler
2424,2006-05-20,Suelo,Venta
2425,2006-05-20,Suelo,Venta
2426,2006-05-21,Parking,Venta
2427,2006-05-21,Industrial,Alquiler
2428,2006-05-21,Casa,Venta
2429,2006-05-21,Casa,Venta
2430,2006-05-22,Suelo,Venta
2431,2006-05-22,Local,Alquiler
2432,2006-05-22,Piso,Venta
2433,2006-05-23,Casa,Alquiler
2434,2006-05-24,Parking,Alquiler
2435,2006-05-25,Suelo,Venta
2436,2006-05-25,Casa,Alquiler
2437,2006-05-26,Piso,Venta
2438,2006-05-26,Piso,Alquiler
2439,2006-05-26,Industrial,Alquiler
2440,2006-05-27,Piso,Alquiler
2441,2006-05-27,Local,Alquiler
2442,2006-05-27,Piso,Alquiler
2443,2006-05-28,Oficina,Alquiler
2444,2006-05-28,Parking,Alquiler
2445,2006-05-28,Piso,Alquiler
2446,2006-05-28,Piso,Venta
2447,2006-05-29,Local,Alquiler
2448,2006-05-29,Suelo,Venta
2449,2006-05-29,Parking,Venta
2450,2006-05-30,Oficina,Venta
2451,2006-05-30,Suelo,Venta
2452,2006-05-30,Local,Venta
2453,2006-05-31,Casa,Alquiler
2454,2006-05-31,Casa,Venta
2455,2006-05-31,Casa,Venta
2456,2006-06-01,Piso,Venta
2457,2006-06-01,Casa,Alquiler
2458,2006-06-01,Casa,Venta
2459,2006-06-02,Casa,Alquiler
2460,2006-06-02,Parking,Alquiler
2461,2006-06-02,Piso,Venta
2462,2006-06-03,Piso,Venta
2463,2006-06-03,Suelo,Venta
2464,2006-06-03,Industrial,Venta
2465,2006-06-03,Oficina,Alquiler
2466,2006-06-03,Piso,Venta
2467,2006-06-04,Piso,Venta
2468,2006-06-04,Casa,Venta
2469,2006-06-04,Parking,Venta
2470,2006-06-05,Parking,Alquiler
2471,2006-06-05,Oficina,Venta
2472,2006-06-05,Parking,Alquiler
2473,2006-06-06,Local,Venta
2474,2006-06-06,Piso,Alquiler
2475,2006-06-06,Local,Alquiler
2476,2006-06-06,Suelo,Alquiler
2477,2006-06-06,Suelo,Venta
2478,2006-06-06,Parking,Venta
2479,2006-06-06,Parking,Alquiler
2480,2006-06-06,Oficina,Venta
2481,2006-06-06,Industrial,Venta
2482,2006-06-07,Industrial,Alquiler
2483,2006-06-07,Local,Alquiler
2484,2006-06-07,Industrial,Alquiler
2485,2006-06-08,Casa,Venta
2486,2006-06-08,Suelo,Alquiler
2487,2006-06-08,Suelo,Alquiler
2488,2006-06-09,Suelo,Alquiler
2489,2006-06-10,Industrial,Alquiler
2490,2006-06-10,Local,Venta
2491,2006-06-10,Local,Venta
2492,2006-06-10,Industrial,Alquiler
2493,2006-06-11,Casa,Venta
2494,2006-06-11,Piso,Venta
2495,2006-06-11,Piso,Venta
2496,2006-06-11,Local,Alquiler
2497,2006-06-11,Piso,Alquiler
2498,2006-06-11,Local,Alquiler
2499,2006-06-11,Oficina,Venta
2500,2006-06-11,Casa,Alquiler
2501,2006-06-13,Suelo,Venta
2502,2006-06-13,Parking,Venta
2503,2006-06-13,Local,Venta
2504,2006-06-14,Oficina,Venta
2505,2006-06-15,Local,Alquiler
2506,2006-06-15,Oficina,Venta
2507,2006-06-15,Suelo,Venta
2508,2006-06-16,Industrial,Alquiler
2509,2006-06-16,Suelo,Venta
2510,2006-06-16,Parking,Alquiler
2511,2006-06-16,Piso,Venta
2512,2006-06-17,Casa,Venta
2513,2006-06-17,Industrial,Venta
2514,2006-06-17,Local,Alquiler
2515,2006-06-18,Suelo,Alquiler
2516,2006-06-18,Local,Alquiler
2517,2006-06-18,Casa,Venta
2518,2006-06-20,Oficina,Alquiler
2519,2006-06-21,Oficina,Venta
2520,2006-06-21,Oficina,Venta
2521,2006-06-21,Local,Alquiler
2522,2006-06-21,Casa,Alquiler
2523,2006-06-22,Industrial,Venta
2524,2006-06-22,Casa,Alquiler
2525,2006-06-23,Oficina,Alquiler
2526,2006-06-23,Suelo,Venta
2527,2006-06-24,Suelo,Alquiler
2528,2006-06-24,Suelo,Alquiler
2529,2006-06-24,Parking,Alquiler
2530,2006-06-25,Casa,Alquiler
2531,2006-06-25,Piso,Venta
2532,2006-06-25,Parking,Alquiler
2533,2006-06-25,Oficina,Venta
2534,2006-06-26,Piso,Venta
2535,2006-06-27,Piso,Venta
2536,2006-06-28,Piso,Alquiler
2537,2006-06-28,Casa,Venta
2538,2006-06-30,Piso,Alquiler
2539,2006-06-30,Suelo,Alquiler
2540,2006-06-30,Suelo,Venta
2541,2006-06-30,Oficina,Venta
2542,2006-06-30,Industrial,Venta
2543,2006-07-01,Industrial,Alquiler
2544,2006-07-01,Industrial,Venta
2545,2006-07-01,Parking,Alquiler
2546,2006-07-01,Parking,Alquiler
2547,2006-07-02,Industrial,Venta
2548,2006-07-02,Parking,Alquiler
2549,2006-07-02,Parking,Alquiler
2550,2006-07-02,Suelo,Alquiler
2551,2006-07-03,Industrial,Alquiler
2552,2006-07-04,Industrial,Alquiler
2553,2006-07-04,Industrial,Alquiler
2554,2006-07-04,Casa,Venta
2555,2006-07-04,Oficina,Venta
2556,2006-07-05,Parking,Alquiler
2557,2006-07-06,Industrial,Alquiler
2558,2006-07-06,Local,Alquiler
2559,2006-07-07,Piso,Venta
2560,2006-07-07,Piso,Alquiler
2561,2006-07-07,Industrial,Venta
2562,2006-07-08,Piso,Alquiler
2563,2006-07-08,Local,Venta
2564,2006-07-08,Local,Alquiler
2565,2006-07-09,Oficina,Venta
2566,2006-07-09,Suelo,Venta
2567,2006-07-10,Casa,Alquiler
2568,2006-07-10,Local,Alquiler
2569,2006-07-10,Parking,Venta
2570,2006-07-10,Suelo,Venta
2571,2006-07-10,Industrial,Venta
2572,2006-07-11,Industrial,Venta
2573,2006-07-11,Parking,Venta
2574,2006-07-13,Oficina,Venta
2575,2006-07-13,Suelo,Venta
2576,2006-07-13,Piso,Alquiler
2577,2006-07-14,Piso,Alquiler
2578,2006-07-16,Parking,Alquiler
2579,2006-07-16,Industrial,Alquiler
2580,2006-07-16,Oficina,Venta
2581,2006-07-16,Casa,Venta
2582,2006-07-17,Suelo,Alquiler
2583,2006-07-17,Suelo,Alquiler
2584,2006-07-17,Piso,Alquiler
2585,2006-07-18,Suelo,Alquiler
2586,2006-07-18,Casa,Venta
2587,2006-07-18,Industrial,Venta
2588,2006-07-18,Industrial,Alquiler
2589,2006-07-19,Suelo,Alquiler
2590,2006-07-19,Suelo,Venta
2591,2006-07-19,Parking,Venta
2592,2006-07-19,Parking,Alquiler
2593,2006-07-20,Local,Venta
2594,2006-07-20,Oficina,Alquiler
2595,2006-07-21,Oficina,Venta
2596,2006-07-21,Suelo,Venta
2597,2006-07-21,Oficina,Alquiler
2598,2006-07-22,Casa,Venta
2599,2006-07-22,Parking,Venta
2600,2006-07-22,Parking,Venta
2601,2006-07-23,Oficina,Alquiler
2602,2006-07-23,Parking,Venta
2603,2006-07-24,Oficina,Venta
2604,2006-07-24,Piso,Alquiler
2605,2006-07-24,Piso,Alquiler
2606,2006-07-25,Piso,Alquiler
2607,2006-07-25,Parking,Alquiler
2608,2006-07-26,Parking,Alquiler
2609,2006-07-27,Oficina,Venta
2610,2006-07-27,Parking,Alquiler
2611,2006-07-27,Oficina,Venta
2612,2006-07-28,Casa,Venta
2613,2006-07-28,Parking,Venta
2614,2006-07-28,Casa,Alquiler
2615,2006-07-28,Parking,Alquiler
2616,2006-07-29,Suelo,Alquiler
2617,2006-07-29,Industrial,Venta
2618,2006-07-30,Local,Alquiler
2619,2006-07-31,Suelo,Alquiler
2620,2006-07-31,Suelo,Venta
2621,2006-07-31,Oficina,Alquiler
2622,2006-07-31,Parking,Alquiler
2623,2006-07-31,Piso,Alquiler
2624,2006-08-01,Local,Venta
2625,2006-08-01,Suelo,Venta
2626,2006-08-02,Suelo,Venta
2627,2006-08-02,Parking,Alquiler
2628,2006-08-02,Suelo,Venta
2629,2006-08-03,Parking,Alquiler
2630,2006-08-03,Piso,Venta
2631,2006-08-04,Industrial,Venta
2632,2006-08-04,Piso,Venta
2633,2006-08-06,Suelo,Venta
2634,2006-08-06,Piso,Alquiler
2635,2006-08-07,Parking,Alquiler
2636,2006-08-07,Parking,Venta
2637,2006-08-08,Oficina,Alquiler
2638,2006-08-08,Parking,Venta
2639,2006-08-08,Local,Venta
2640,2006-08-08,Oficina,Venta
2641,2006-08-08,Industrial,Alquiler
2642,2006-08-09,Casa,Alquiler
2643,2006-08-09,Industrial,Venta
2644,2006-08-10,Casa,Venta
2645,2006-08-11,Oficina,Alquiler
2646,2006-08-11,Industrial,Alquiler
2647,2006-08-11,Local,Alquiler
2648,2006-08-11,Casa,Venta
2649,2006-08-11,Piso,Venta
2650,2006-08-12,Industrial,Alquiler
2651,2006-08-13,Local,Venta
2652,2006-08-13,Parking,Venta
2653,2006-08-13,Piso,Alquiler
2654,2006-08-13,Suelo,Venta
2655,2006-08-13,Oficina,Alquiler
2656,2006-08-14,Oficina,Alquiler
2657,2006-08-14,Parking,Alquiler
2658,2006-08-14,Oficina,Venta
2659,2006-08-15,Casa,Alquiler
2660,2006-08-16,Oficina,Venta
2661,2006-08-17,Local,Venta
2662,2006-08-17,Suelo,Alquiler
2663,2006-08-19,Parking,Venta
2664,2006-08-21,Industrial,Alquiler
2665,2006-08-21,Oficina,Venta
2666,2006-08-21,Parking,Alquiler
2667,2006-08-21,Piso,Venta
2668,2006-08-22,Industrial,Venta
2669,2006-08-22,Suelo,Alquiler
2670,2006-08-22,Parking,Venta
2671,2006-08-22,Local,Venta
2672,2006-08-22,Parking,Alquiler
2673,2006-08-23,Casa,Venta
2674,2006-08-23,Piso,Venta
2675,2006-08-23,Piso,Venta
2676,2006-08-24,Suelo,Venta
2677,2006-08-24,Casa,Venta
2678,2006-08-25,Piso,Alquiler
2679,2006-08-25,Local,Venta
2680,2006-08-26,Parking,Alquiler
2681,2006-08-26,Suelo,Venta
2682,2006-08-26,Parking,Alquiler
2683,2006-08-27,Suelo,Alquiler
2684,2006-08-27,Piso,Alquiler
2685,2006-08-28,Casa,Alquiler
2686,2006-08-28,Piso,Alquiler
2687,2006-08-28,Parking,Venta
2688,2006-08-28,Piso,Venta
2689,2006-08-29,Local,Venta
2690,2006-08-29,Parking,Alquiler
2691,2006-08-29,Casa,Alquiler
2692,2006-08-29,Piso,Venta
2693,2006-08-30,Piso,Venta
2694,2006-08-30,Suelo,Venta
2695,2006-08-30,Casa,Venta
2696,2006-08-31,Oficina,Venta
2697,2006-09-01,Local,Alquiler
2698,2006-09-01,Piso,Venta
2699,2006-09-02,Piso,Venta
2700,2006-09-03,Suelo,Venta
2701,2006-09-03,Industrial,Alquiler
2702,2006-09-04,Casa,Venta
2703,2006-09-04,Casa,Alquiler
2704,2006-09-04,Casa,Alquiler
2705,2006-09-04,Local,Alquiler
2706,2006-09-05,Piso,Venta
2707,2006-09-05,Local,Alquiler
2708,2006-09-06,Casa,Alquiler
2709,2006-09-06,Piso,Alquiler
2710,2006-09-07,Parking,Venta
2711,2006-09-07,Suelo,Alquiler
2712,2006-09-07,Oficina,Venta
2713,2006-09-07,Industrial,Alquiler
2714,2006-09-07,Parking,Alquiler
2715,2006-09-07,Local,Venta
2716,2006-09-08,Suelo,Alquiler
2717,2006-09-08,Oficina,Venta
2718,2006-09-08,Piso,Alquiler
2719,2006-09-09,Casa,Venta
2720,2006-09-09,Parking,Venta
2721,2006-09-10,Parking,Venta
2722,2006-09-10,Oficina,Alquiler
2723,2006-09-10,Parking,Venta
2724,2006-09-10,Oficina,Alquiler
2725,2006-09-11,Piso,Venta
2726,2006-09-11,Local,Venta
2727,2006-09-12,Industrial,Alquiler
2728,2006-09-12,Oficina,Venta
2729,2006-09-13,Parking,Venta
2730,2006-09-13,Piso,Venta
2731,2006-09-14,Oficina,Venta
2732,2006-09-14,Piso,Alquiler
2733,2006-09-15,Local,Venta
2734,2006-09-15,Oficina,Venta
2735,2006-09-16,Suelo,Alquiler
2736,2006-09-16,Oficina,Alquiler
2737,2006-09-16,Parking,Alquiler
2738,2006-09-17,Oficina,Alquiler
2739,2006-09-18,Oficina,Venta
2740,2006-09-19,Industrial,Venta
2741,2006-09-19,Suelo,Venta
2742,2006-09-19,Piso,Venta
2743,2006-09-19,Industrial,Venta
2744,2006-09-19,Oficina,Venta
2745,2006-09-20,Suelo,Venta
2746,2006-09-20,Suelo,Alquiler
2747,2006-09-20,Industrial,Venta
2748,2006-09-21,Casa,Venta
2749,2006-09-21,Parking,Venta
2750,2006-09-21,Industrial,Alquiler
2751,2006-09-22,Local,Venta
2752,2006-09-22,Suelo,Venta
2753,2006-09-23,Piso,Venta
2754,2006-09-23,Oficina,Alquiler
2755,2006-09-23,Oficina,Venta
2756,2006-09-25,Oficina,Alquiler
2757,2006-09-25,Piso,Venta
2758,2006-09-25,Suelo,Alquiler
2759,2006-09-25,Piso,Alquiler
2760,2006-09-26,Suelo,Alquiler
2761,2006-09-27,Local,Venta
2762,2006-09-27,Oficina,Venta
2763,2006-09-28,Casa,Alquiler
2764,2006-09-28,Suelo,Venta
2765,2006-09-28,Suelo,Alquiler
2766,2006-09-29,Industrial,Venta
2767,2006-09-29,Casa,Venta
2768,2006-09-30,Casa,Venta
2769,2006-09-30,Piso,Venta
2770,2006-10-02,Industrial,Venta
2771,2006-10-02,Local,Alquiler
2772,2006-10-02,Piso,Venta
2773,2006-10-02,Suelo,Alquiler
2774,2006-10-03,Local,Venta
2775,2006-10-04,Piso,Venta
2776,2006-10-04,Industrial,Venta
2777,2006-10-04,Piso,Venta
2778,2006-10-04,Casa,Venta
2779,2006-10-05,Industrial,Venta
2780,2006-10-05,Suelo,Venta
2781,2006-10-05,Industrial,Venta
2782,2006-10-06,Local,Venta
2783,2006-10-06,Oficina,Venta
2784,2006-10-07,Suelo,Venta
2785,2006-10-07,Suelo,Venta
2786,2006-10-07,Casa,Venta
2787,2006-10-08,Piso,Alquiler
2788,2006-10-08,Suelo,Alquiler
2789,2006-10-08,Industrial,Venta
2790,2006-10-08,Piso,Venta
2791,2006-10-08,Local,Venta
2792,2006-10-09,Casa,Venta
2793,2006-10-09,Casa,Venta
2794,2006-10-09,Local,Alquiler
2795,2006-10-09,Local,Alquiler
2796,2006-10-10,Parking,Venta
2797,2006-10-10,Oficina,Alquiler
2798,2006-10-11,Oficina,Alquiler
2799,2006-10-11,Casa,Venta
2800,2006-10-13,Suelo,Venta
2801,2006-10-13,Oficina,Venta
2802,2006-10-13,Parking,Venta
2803,2006-10-13,Suelo,Alquiler
2804,2006-10-13,Local,Venta
2805,2006-10-13,Oficina,Alquiler
2806,2006-10-14,Piso,Venta
2807,2006-10-14,Suelo,Alquiler
2808,2006-10-15,Parking,Venta
2809,2006-10-15,Industrial,Alquiler
2810,2006-10-16,Oficina,Alquiler
2811,2006-10-16,Local,Venta
2812,2006-10-17,Industrial,Venta
2813,2006-10-17,Casa,Alquiler
2814,2006-10-17,Local,Venta
2815,2006-10-18,Industrial,Alquiler
2816,2006-10-18,Local,Alquiler
2817,2006-10-18,Casa,Venta
2818,2006-10-18,Oficina,Venta
2819,2006-10-19,Local,Venta
2820,2006-10-19,Casa,Venta
2821,2006-10-21,Local,Alquiler
2822,2006-10-21,Local,Alquiler
2823,2006-10-22,Parking,Venta
2824,2006-10-22,Casa,Venta
2825,2006-10-23,Industrial,Alquiler
2826,2006-10-23,Oficina,Venta
2827,2006-10-23,Parking,Venta
2828,2006-10-23,Local,Alquiler
2829,2006-10-24,Suelo,Alquiler
2830,2006-10-24,Parking,Alquiler
2831,2006-10-24,Oficina,Alquiler
2832,2006-10-25,Parking,Alquiler
2833,2006-10-25,Piso,Venta
2834,2006-10-26,Local,Venta
2835,2006-10-26,Piso,Alquiler
2836,2006-10-26,Industrial,Venta
2837,2006-10-26,Industrial,Alquiler
2838,2006-10-26,Local,Venta
2839,2006-10-28,Casa,Alquiler
2840,2006-10-29,Industrial,Alquiler
2841,2006-10-29,Casa,Alquiler
2842,2006-10-29,Suelo,Alquiler
2843,2006-10-29,Suelo,Alquiler
2844,2006-10-29,Industrial,Venta
2845,2006-10-29,Piso,Alquiler
2846,2006-10-30,Parking,Alquiler
2847,2006-10-30,Casa,Alquiler
2848,2006-10-31,Piso,Alquiler
2849,2006-10-31,Parking,Venta
2850,2006-10-31,Oficina,Venta
2851,2006-11-01,Local,Alquiler
2852,2006-11-01,Piso,Alquiler
2853,2006-11-02,Casa,Venta
2854,2006-11-02,Oficina,Alquiler
2855,2006-11-02,Casa,Venta
2856,2006-11-03,Suelo,Alquiler
2857,2006-11-03,Parking,Alquiler
2858,2006-11-03,Parking,Alquiler
2859,2006-11-03,Parking,Alquiler
2860,2006-11-03,Suelo,Alquiler
2861,2006-11-03,Parking,Alquiler
2862,2006-11-03,Industrial,Venta
2863,2006-11-04,Oficina,Venta
2864,2006-11-04,Local,Alquiler
2865,2006-11-04,Piso,Venta
2866,2006-11-05,Industrial,Alquiler
2867,2006-11-05,Oficina,Venta
2868,2006-11-05,Industrial,Alquiler
2869,2006-11-05,Casa,Alquiler
2870,2006-11-05,Industrial,Venta
2871,2006-11-06,Parking,Venta
2872,2006-11-07,Industrial,Venta
2873,2006-11-07,Oficina,Venta
2874,2006-11-07,Local,Alquiler
2875,2006-11-07,Casa,Venta
2876,2006-11-08,Local,Alquiler
2877,2006-11-08,Parking,Venta
2878,2006-11-08,Oficina,Venta
2879,2006-11-09,Parking,Alquiler
2880,2006-11-09,Local,Venta
2881,2006-11-09,Piso,Venta
2882,2006-11-09,Casa,Venta
2883,2006-11-09,Piso,Alquiler
2884,2006-11-09,Industrial,Alquiler
2885,2006-11-10,Suelo,Alquiler
2886,2006-11-10,Local,Alquiler
2887,2006-11-11,Local,Alquiler
2888,2006-11-11,Piso,Alquiler
2889,2006-11-12,Industrial,Venta
2890,2006-11-12,Suelo,Alquiler
2891,2006-11-13,Industrial,Venta
2892,2006-11-13,Parking,Alquiler
2893,2006-11-13,Oficina,Alquiler
2894,2006-11-14,Suelo,Venta
2895,2006-11-14,Oficina,Alquiler
2896,2006-11-16,Piso,Alquiler
2897,2006-11-17,Casa,Alquiler
2898,2006-11-17,Industrial,Venta
2899,2006-11-18,Suelo,Venta
2900,2006-11-18,Casa,Venta
2901,2006-11-19,Parking,Venta
2902,2006-11-19,Piso,Venta
2903,2006-11-20,Industrial,Alquiler
2904,2006-11-20,Casa,Alquiler
2905,2006-11-20,Industrial,Alquiler
2906,2006-11-21,Piso,Alquiler
2907,2006-11-22,Local,Alquiler
2908,2006-11-22,Local,Alquiler
2909,2006-11-23,Suelo,Alquiler
2910,2006-11-23,Piso,Alquiler
2911,2006-11-24,Local,Venta
2912,2006-11-24,Parking,Venta
2913,2006-11-24,Industrial,Alquiler
2914,2006-11-24,Parking,Venta
2915,2006-11-24,Suelo,Venta
2916,2006-11-26,Local,Venta
2917,2006-11-27,Casa,Alquiler
2918,2006-11-27,Parking,Venta
2919,2006-11-27,Oficina,Alquiler
2920,2006-11-27,Casa,Alquiler
2921,2006-11-27,Suelo,Venta
2922,2006-11-28,Casa,Alquiler
2923,2006-11-28,Local,Alquiler
2924,2006-11-28,Casa,Venta
2925,2006-11-28,Casa,Alquiler
2926,2006-11-28,Oficina,Venta
2927,2006-11-29,Oficina,Venta
2928,2006-11-29,Casa,Alquiler
2929,2006-11-29,Parking,Venta
2930,2006-11-29,Local,Venta
2931,2006-11-30,Piso,Venta
2932,2006-11-30,Parking,Venta
2933,2006-11-30,Casa,Venta
2934,2006-11-30,Oficina,Alquiler
2935,2006-11-30,Casa,Venta
2936,2006-12-01,Piso,Venta
2937,2006-12-02,Oficina,Venta
2938,2006-12-02,Parking,Venta
2939,2006-12-02,Local,Venta
2940,2006-12-03,Piso,Venta
2941,2006-12-03,Casa,Alquiler
2942,2006-12-04,Piso,Venta
2943,2006-12-04,Industrial,Alquiler
2944,2006-12-05,Casa,Alquiler
2945,2006-12-05,Piso,Venta
2946,2006-12-06,Suelo,Venta
2947,2006-12-06,Casa,Alquiler
2948,2006-12-07,Industrial,Alquiler
2949,2006-12-07,Industrial,Alquiler
2950,2006-12-07,Parking,Venta
